age,marital,balance,loan,contact,y
34,married,247,no,cellular,yes
53,married,4143,no,cellular,no
42,married,-406,no,cellular,no
30,single,180,no,cellular,no
26,single,-887,no,cellular,yes
40,married,4157,no,unknown,no
34,single,1386,yes,unknown,no
34,married,2211,no,unknown,no
40,married,-495,yes,cellular,no
36,married,27359,no,unknown,no
34,single,440,no,cellular,no
32,single,135,no,cellular,no
39,married,-735,no,cellular,no
36,married,60,no,cellular,no
39,divorced,902,no,cellular,yes
33,married,18347,no,unknown,no
34,single,-72,no,cellular,no
42,married,1205,no,telephone,yes
46,married,499,no,cellular,no
32,single,656,yes,cellular,no
27,married,100,no,cellular,no
35,divorced,69,no,unknown,no
53,married,619,no,unknown,no
29,single,192,no,cellular,no
35,single,0,no,cellular,no
49,married,87,no,cellular,no
58,married,3228,no,cellular,no
40,single,1361,no,cellular,yes
19,single,0,no,cellular,no
30,single,34,no,unknown,no
34,single,318,yes,cellular,no
60,married,197,no,cellular,no
28,single,0,no,cellular,yes
46,married,273,no,cellular,yes
49,divorced,15,no,unknown,no
59,divorced,7813,no,cellular,no
44,single,-27,yes,unknown,no
33,married,75,no,cellular,no
54,married,1139,no,cellular,no
26,married,115,no,unknown,no
54,married,0,no,telephone,no
48,married,7195,no,cellular,yes
30,single,-477,yes,cellular,yes
29,single,1026,no,cellular,yes
51,married,3921,no,cellular,no
53,married,980,no,cellular,yes
43,married,-179,no,cellular,no
34,married,2552,yes,cellular,no
40,married,1729,no,cellular,no
43,married,434,no,unknown,no
33,single,-300,yes,cellular,no
66,married,4785,no,cellular,no
44,divorced,-329,no,unknown,no
33,married,0,no,telephone,no
31,single,391,no,cellular,no
71,married,4657,no,cellular,yes
22,single,3472,no,cellular,yes
46,single,705,no,cellular,no
32,married,255,yes,unknown,no
45,married,4365,yes,cellular,no
32,married,350,no,unknown,no
49,married,474,yes,telephone,no
27,single,489,no,cellular,yes
46,married,757,no,unknown,no
37,single,695,no,cellular,no
30,single,-770,no,unknown,no
44,divorced,80,yes,unknown,no
45,married,315,no,cellular,no
27,single,213,no,cellular,yes
57,married,0,no,unknown,no
66,married,2169,no,cellular,no
40,divorced,212,no,unknown,no
48,married,333,no,cellular,no
33,single,4404,no,cellular,no
42,divorced,257,no,cellular,yes
47,married,3188,no,cellular,no
27,single,3083,no,unknown,no
78,married,226,no,telephone,no
50,married,1260,no,cellular,no
46,single,1410,no,cellular,no
41,divorced,6046,yes,telephone,yes
36,single,980,no,cellular,no
49,married,-37,no,unknown,no
46,divorced,-154,yes,unknown,no
77,married,680,no,telephone,no
30,single,799,yes,unknown,no
43,single,-1164,yes,cellular,no
44,married,2523,no,unknown,no
40,married,98,no,unknown,no
38,married,3419,no,unknown,no
25,single,343,no,cellular,yes
49,married,852,no,cellular,no
33,married,50,no,cellular,no
40,single,0,no,cellular,no
44,married,10,no,cellular,no
32,married,950,yes,cellular,no
52,married,0,no,cellular,no
35,married,175,no,cellular,no
35,married,-259,no,cellular,no
32,married,6217,yes,unknown,no
42,married,-1310,yes,unknown,no
59,married,139,no,unknown,no
44,single,7138,no,cellular,yes
50,divorced,1111,no,cellular,no
27,single,113,no,cellular,no
55,divorced,-612,no,cellular,no
54,married,310,no,telephone,no
31,single,-186,no,unknown,no
56,married,2038,no,cellular,no
51,married,833,no,cellular,no
61,married,625,no,unknown,no
34,single,105,no,cellular,no
56,married,551,no,unknown,no
29,single,145,no,cellular,no
34,single,618,no,unknown,no
35,single,1063,yes,cellular,no
56,divorced,985,yes,cellular,no
45,married,2926,yes,cellular,no
31,single,-449,no,unknown,no
37,divorced,66,no,cellular,yes
43,married,0,no,cellular,no
40,married,419,no,cellular,no
44,married,4758,no,cellular,yes
38,single,-23,no,cellular,no
58,divorced,1573,yes,cellular,no
24,single,77,no,unknown,no
53,married,1378,no,cellular,no
36,married,-73,yes,cellular,no
28,married,60,no,cellular,no
45,married,137,yes,unknown,no
32,single,1583,no,cellular,no
46,married,-121,yes,cellular,no
28,single,1065,yes,cellular,no
51,married,-13,no,cellular,no
51,married,1869,no,unknown,no
30,single,4787,no,unknown,no
39,married,-183,no,unknown,no
28,married,702,no,unknown,no
31,single,1494,no,cellular,no
31,married,0,yes,unknown,no
38,married,46,no,cellular,no
31,single,609,no,cellular,no
74,divorced,4079,no,cellular,yes
40,single,0,no,cellular,yes
43,married,7876,no,cellular,no
34,single,925,no,cellular,yes
54,divorced,7010,no,cellular,no
51,married,42,no,cellular,no
33,married,285,yes,unknown,no
41,married,0,no,unknown,no
33,single,3170,no,cellular,no
48,married,8,yes,cellular,no
42,divorced,216,no,cellular,no
35,single,2975,no,cellular,no
25,married,894,no,unknown,no
38,single,490,yes,unknown,no
45,married,245,no,unknown,no
59,divorced,0,no,cellular,no
47,married,150,no,unknown,no
33,married,4,no,cellular,no
59,married,1727,no,telephone,yes
41,divorced,664,yes,cellular,yes
42,married,473,no,cellular,no
51,divorced,0,no,cellular,no
45,married,-192,no,cellular,no
30,married,1942,yes,cellular,yes
33,single,5137,no,cellular,no
43,married,13044,no,cellular,no
37,married,1053,no,unknown,no
73,married,154,no,cellular,no
43,married,625,no,unknown,no
52,married,255,yes,cellular,no
44,married,529,no,unknown,no
56,married,318,yes,telephone,no
21,single,1903,no,unknown,no
43,married,1937,no,unknown,no
54,married,3859,yes,cellular,no
59,married,4198,no,cellular,yes
52,married,230,no,cellular,no
31,single,747,no,unknown,yes
53,married,263,yes,cellular,no
24,single,-46,no,unknown,no
57,married,0,yes,unknown,no
48,married,568,no,cellular,yes
57,married,1469,no,cellular,no
51,married,18,yes,cellular,no
50,divorced,201,no,cellular,no
34,married,1412,yes,unknown,no
43,married,-93,no,unknown,no
31,married,-331,no,unknown,no
29,married,486,no,cellular,no
39,married,694,no,cellular,no
36,single,2806,no,unknown,no
38,single,0,no,cellular,no
56,divorced,2959,no,telephone,no
41,divorced,22,no,cellular,no
47,married,1167,no,cellular,yes
38,single,35,no,cellular,no
80,married,8304,no,telephone,no
37,married,4760,no,cellular,no
44,single,-1313,yes,cellular,no
33,single,697,no,cellular,yes
53,married,230,yes,cellular,no
69,married,473,no,cellular,no
46,married,1427,no,unknown,no
30,single,201,no,cellular,yes
31,single,1086,no,cellular,no
38,divorced,4335,no,cellular,no
34,divorced,44,no,unknown,no
48,married,286,no,cellular,no
46,divorced,216,no,cellular,no
42,married,214,no,unknown,no
41,married,343,no,unknown,no
33,married,-77,no,cellular,no
39,married,1046,no,unknown,no
27,single,1566,no,cellular,no
26,single,592,no,telephone,no
38,single,104,no,cellular,yes
48,married,0,no,unknown,no
54,married,-22,yes,cellular,no
51,married,0,no,cellular,no
47,married,72,no,unknown,no
53,married,100,no,cellular,no
35,married,319,no,cellular,no
58,married,9339,no,telephone,no
52,divorced,50,no,unknown,no
57,married,32,no,cellular,no
52,married,6922,no,cellular,no
35,single,633,no,cellular,no
48,married,4265,no,unknown,no
46,married,2262,no,telephone,no
39,married,1970,no,unknown,no
38,divorced,1513,no,cellular,no
34,married,4659,no,unknown,no
47,married,668,no,cellular,no
35,divorced,649,no,cellular,no
46,divorced,452,no,unknown,no
27,single,-145,no,telephone,no
31,married,-498,no,cellular,no
31,single,0,no,cellular,no
46,married,22,no,cellular,no
31,married,2304,no,cellular,no
33,married,1412,no,unknown,yes
42,married,145,no,cellular,no
33,single,4897,no,unknown,no
40,married,1832,no,cellular,no
51,married,3726,yes,cellular,no
31,married,591,no,cellular,no
62,divorced,0,no,cellular,yes
24,single,508,no,telephone,no
48,married,817,no,cellular,yes
41,divorced,348,no,cellular,no
43,married,291,no,unknown,no
52,married,3554,yes,cellular,no
54,married,781,no,unknown,no
32,divorced,267,no,cellular,no
38,married,1327,no,cellular,no
41,married,-306,no,unknown,yes
31,single,864,no,telephone,no
35,married,1265,no,cellular,yes
26,married,0,no,unknown,no
52,married,214,no,cellular,no
58,married,425,yes,cellular,no
57,married,3,no,cellular,no
34,married,0,no,unknown,no
59,married,0,no,cellular,no
27,single,282,yes,cellular,no
42,married,0,no,cellular,no
47,single,3727,no,unknown,yes
33,married,0,yes,cellular,no
31,single,864,no,cellular,no
37,married,4089,no,cellular,yes
29,married,-478,yes,cellular,no
38,married,-363,no,unknown,no
35,married,8883,no,cellular,no
31,single,1970,no,telephone,no
62,married,1859,no,telephone,yes
32,single,1059,no,cellular,no
31,married,388,no,unknown,no
51,divorced,602,no,cellular,no
29,single,0,no,cellular,no
43,married,255,no,cellular,no
36,married,63,no,unknown,no
34,married,712,no,unknown,no
29,married,57,no,telephone,no
57,married,523,yes,cellular,no
43,married,422,no,cellular,no
33,married,386,no,cellular,yes
60,married,3387,no,cellular,no
51,married,260,no,cellular,no
40,single,-1,no,cellular,no
51,married,1490,no,cellular,no
38,married,497,yes,unknown,no
35,married,1707,no,unknown,no
47,married,826,no,telephone,no
45,married,907,no,cellular,no
40,married,1836,no,cellular,yes
29,single,404,no,cellular,no
52,divorced,907,no,unknown,no
26,married,18,yes,cellular,no
31,single,-495,no,unknown,no
55,married,1210,no,unknown,no
35,married,819,no,telephone,no
56,divorced,442,no,unknown,no
28,single,-46,no,cellular,yes
27,single,671,no,unknown,no
30,married,371,no,cellular,no
51,married,-3,no,cellular,no
33,married,11,no,cellular,no
32,single,33,no,cellular,no
43,married,104,no,cellular,yes
46,married,174,yes,cellular,no
32,married,3107,yes,cellular,no
40,married,1438,no,cellular,no
39,married,1367,no,unknown,no
51,married,-11,no,telephone,no
46,single,1693,no,cellular,no
43,married,778,yes,unknown,no
36,married,837,no,cellular,no
48,married,363,no,cellular,no
26,single,236,yes,cellular,no
39,single,0,no,cellular,no
47,married,-50,yes,cellular,no
23,single,4,no,unknown,yes
54,divorced,26306,no,cellular,no
38,married,46,yes,unknown,no
33,married,575,yes,cellular,no
35,divorced,148,yes,cellular,no
52,married,431,no,cellular,no
25,single,777,no,unknown,no
29,married,199,yes,unknown,yes
35,single,3552,no,cellular,no
49,married,47,no,unknown,no
41,divorced,3823,no,cellular,no
32,married,138,no,cellular,no
29,single,1117,no,unknown,no
28,married,1325,no,cellular,no
59,married,0,no,cellular,no
34,married,4343,no,unknown,no
55,divorced,1598,no,cellular,no
34,married,3301,no,cellular,yes
24,single,822,no,cellular,yes
42,divorced,-280,no,unknown,no
34,single,1534,no,cellular,no
34,married,1671,no,unknown,no
51,married,2007,no,unknown,no
58,married,0,no,cellular,no
44,married,2776,no,cellular,yes
33,married,139,yes,cellular,yes
34,married,573,no,cellular,no
34,married,475,no,unknown,no
42,divorced,47,yes,unknown,no
46,single,2154,no,cellular,no
31,single,96,no,cellular,no
39,married,83,no,cellular,no
34,single,6766,no,cellular,no
47,married,3973,no,cellular,no
42,divorced,372,yes,unknown,no
48,single,-552,yes,cellular,no
30,single,48,no,cellular,no
38,married,7696,no,cellular,no
24,married,4500,no,cellular,yes
34,married,1,no,cellular,no
46,single,46,yes,cellular,no
32,divorced,-18,no,unknown,no
46,married,451,yes,cellular,no
26,married,479,no,cellular,no
42,married,0,no,cellular,no
50,married,1130,no,cellular,no
41,married,389,no,unknown,no
34,single,10,yes,cellular,no
32,married,401,no,unknown,no
58,single,145,yes,cellular,no
45,married,115,no,cellular,no
28,single,89,yes,cellular,no
35,married,94,yes,unknown,no
39,married,1438,no,unknown,no
49,divorced,780,no,cellular,no
50,married,207,no,cellular,no
37,married,238,no,cellular,yes
45,married,2433,no,cellular,no
30,single,1924,no,cellular,no
48,married,-471,no,unknown,no
36,single,1531,no,cellular,no
41,single,764,no,cellular,no
55,married,383,no,unknown,no
70,married,3782,no,cellular,no
41,married,326,no,cellular,yes
47,divorced,691,no,cellular,no
34,single,0,no,cellular,no
33,single,99,no,cellular,no
58,married,502,no,cellular,no
51,married,-15,no,cellular,no
45,married,1929,no,unknown,no
55,married,0,no,cellular,no
30,single,185,no,unknown,no
33,single,-424,no,unknown,no
27,single,0,no,unknown,no
59,married,319,no,unknown,no
34,single,171,no,cellular,no
47,divorced,-1148,yes,unknown,no
44,married,-11,no,unknown,no
35,single,0,no,cellular,yes
45,married,-206,no,cellular,no
42,married,704,yes,telephone,no
38,married,1931,no,cellular,no
34,single,943,no,cellular,no
35,married,327,no,cellular,no
29,single,-105,no,unknown,no
58,married,983,no,cellular,no
44,single,787,no,unknown,no
45,married,0,no,cellular,no
43,married,3060,no,unknown,no
44,married,5780,no,cellular,no
30,single,790,no,cellular,no
38,married,1449,no,unknown,no
50,married,1412,no,cellular,no
21,single,681,no,unknown,no
38,married,228,no,cellular,no
42,married,0,no,unknown,no
45,single,2087,no,cellular,no
34,married,2,yes,cellular,no
48,married,197,yes,cellular,no
34,married,0,yes,unknown,no
32,married,1905,no,cellular,yes
35,married,118,no,cellular,no
39,married,2644,no,unknown,no
36,married,16430,no,unknown,no
35,married,13,no,cellular,no
57,divorced,14,yes,cellular,no
28,single,769,no,cellular,no
43,married,3485,no,unknown,no
57,married,139,no,cellular,no
34,divorced,202,no,unknown,no
36,married,6,no,cellular,no
47,divorced,2515,no,unknown,no
36,divorced,5195,no,unknown,no
33,married,2098,no,cellular,no
57,married,320,no,cellular,no
57,married,3431,no,unknown,no
34,married,50,no,unknown,no
51,divorced,370,no,cellular,no
54,divorced,-182,no,cellular,no
52,single,1623,no,unknown,no
43,married,13342,no,cellular,no
58,single,6570,no,cellular,no
53,married,225,no,cellular,no
44,married,-665,no,cellular,no
29,single,0,no,unknown,no
27,single,54,no,unknown,yes
35,married,46,no,cellular,no
40,married,2,no,cellular,no
34,married,103,yes,unknown,no
38,single,883,no,cellular,no
32,married,55,no,unknown,no
41,married,8238,yes,unknown,no
25,single,913,no,cellular,no
38,divorced,595,no,cellular,no
26,single,7,no,cellular,no
37,single,1661,no,cellular,no
30,married,102,no,cellular,yes
36,married,338,no,unknown,no
33,married,3132,no,unknown,no
33,single,490,no,cellular,no
35,married,2682,no,cellular,no
24,married,0,no,unknown,no
29,married,596,no,cellular,no
54,married,2059,no,cellular,no
27,married,132,no,cellular,no
34,married,0,no,cellular,no
39,married,385,no,unknown,no
38,married,223,no,cellular,no
37,married,0,no,unknown,no
26,single,512,yes,cellular,no
36,married,1169,no,unknown,no
35,single,71,no,unknown,no
30,single,940,no,cellular,no
25,single,-80,yes,unknown,no
34,married,0,no,cellular,no
52,married,1317,no,unknown,no
39,married,179,no,unknown,no
34,married,1007,no,cellular,no
34,single,0,no,cellular,no
30,married,1286,yes,cellular,no
33,married,804,yes,unknown,no
30,single,4,no,cellular,no
51,married,0,no,cellular,no
36,single,417,no,cellular,no
48,married,1678,no,cellular,no
37,divorced,532,no,unknown,no
58,married,407,no,cellular,no
56,divorced,659,yes,cellular,no
34,married,393,no,cellular,no
33,divorced,661,no,cellular,no
26,single,0,no,cellular,no
40,single,838,no,unknown,no
35,married,195,no,cellular,no
45,married,68,no,unknown,no
37,single,-242,no,cellular,yes
35,divorced,321,no,unknown,no
43,single,3403,no,cellular,yes
28,married,8,no,cellular,no
32,divorced,739,no,unknown,no
26,single,622,no,cellular,yes
35,married,152,no,unknown,yes
35,single,2,no,cellular,no
39,married,1439,no,telephone,no
42,divorced,1491,no,cellular,no
32,single,6402,no,cellular,no
30,married,1210,no,cellular,no
26,single,122,yes,cellular,no
30,single,0,no,cellular,no
32,married,62,no,cellular,no
47,married,3333,yes,cellular,no
33,married,16992,no,unknown,no
57,married,23,no,telephone,no
35,married,0,no,cellular,no
53,married,6072,yes,unknown,no
24,single,366,yes,unknown,no
54,divorced,0,yes,cellular,no
31,married,1343,yes,unknown,no
41,married,2105,no,cellular,no
44,married,2319,no,cellular,no
35,single,35,no,cellular,no
30,married,877,no,cellular,no
43,single,30,no,unknown,no
51,married,-2082,yes,cellular,no
60,married,89,no,cellular,no
43,married,104,no,unknown,no
31,married,1750,no,telephone,no
56,married,772,no,telephone,no
42,married,1048,no,telephone,no
52,married,592,no,cellular,no
40,married,0,yes,cellular,no
36,married,3064,no,telephone,no
40,married,33,no,unknown,no
46,married,0,no,cellular,no
32,single,1649,no,cellular,no
31,single,287,no,cellular,no
41,divorced,0,no,cellular,no
58,married,419,yes,unknown,no
36,married,257,no,cellular,no
52,married,118,no,cellular,no
42,married,251,no,cellular,no
32,single,1731,yes,unknown,no
62,married,0,no,cellular,no
31,single,23,no,cellular,no
41,single,-386,yes,cellular,yes
34,married,5498,no,cellular,no
44,single,5063,no,cellular,yes
42,married,7041,no,cellular,no
37,single,654,no,unknown,no
47,married,1890,no,cellular,no
32,married,2400,yes,cellular,no
46,married,519,no,cellular,no
39,single,1190,no,cellular,no
28,single,229,no,unknown,no
26,single,203,no,cellular,no
52,married,1818,yes,cellular,no
42,married,1289,no,cellular,yes
33,divorced,39,no,cellular,no
73,married,796,no,cellular,yes
35,single,57,yes,cellular,no
40,married,1548,no,cellular,no
51,married,117,no,cellular,yes
37,single,0,no,cellular,no
39,married,691,yes,cellular,no
28,married,64,no,unknown,no
49,divorced,0,no,cellular,no
36,married,957,no,unknown,no
45,married,118,no,unknown,no
29,single,218,no,cellular,no
35,married,724,no,cellular,yes
35,married,20,yes,cellular,no
30,married,-28,no,cellular,no
46,married,665,no,cellular,no
25,single,5,no,cellular,no
36,married,925,no,cellular,yes
42,married,2519,no,unknown,no
57,married,3927,no,cellular,no
42,divorced,401,no,cellular,no
29,married,581,yes,cellular,no
36,married,1327,no,cellular,no
31,married,3242,no,unknown,no
59,married,3163,no,unknown,no
50,divorced,32,no,cellular,no
47,married,310,yes,telephone,no
46,married,0,no,telephone,no
26,single,155,no,cellular,no
31,single,11386,no,cellular,no
30,married,1380,no,unknown,no
47,single,2443,no,unknown,no
23,single,1129,no,unknown,yes
44,single,4232,no,unknown,no
42,married,5564,no,cellular,no
32,single,-402,no,cellular,no
28,single,1323,no,unknown,no
57,married,1623,yes,cellular,no
38,married,1042,no,cellular,no
22,single,2488,no,cellular,yes
54,married,865,no,cellular,no
32,married,-1053,no,cellular,no
32,married,1667,no,cellular,no
59,divorced,975,no,unknown,no
45,married,2571,no,unknown,no
53,married,732,no,cellular,yes
50,divorced,769,no,cellular,no
34,married,-136,yes,cellular,no
35,divorced,3636,yes,cellular,yes
30,married,931,no,cellular,no
62,married,565,no,cellular,no
40,married,271,no,unknown,no
26,single,1153,no,cellular,no
34,married,-73,no,cellular,no
50,married,558,no,cellular,yes
31,divorced,137,no,cellular,no
35,married,700,no,unknown,no
55,married,-966,yes,cellular,no
34,married,96,no,cellular,no
58,married,4007,no,cellular,no
50,single,567,no,unknown,no
31,single,40,no,cellular,no
47,divorced,136,yes,cellular,no
38,single,917,no,unknown,no
46,single,593,no,cellular,no
42,married,505,no,unknown,no
34,married,2542,no,cellular,no
37,married,5355,no,telephone,yes
38,single,807,no,cellular,no
59,married,9976,no,unknown,no
32,married,0,no,cellular,no
55,married,540,no,cellular,no
35,married,280,yes,cellular,no
56,divorced,-59,yes,cellular,no
27,married,-517,no,cellular,no
42,single,2613,no,cellular,no
42,married,-7,no,telephone,no
41,married,0,no,unknown,no
53,divorced,-200,yes,unknown,no
67,married,2301,no,cellular,no
53,married,104,yes,unknown,yes
33,married,191,no,unknown,no
31,single,694,no,unknown,no
31,married,212,no,cellular,no
30,married,1882,no,cellular,no
48,married,131,no,unknown,no
30,single,175,no,cellular,no
43,single,0,no,cellular,no
38,divorced,4425,no,unknown,no
46,married,3533,no,cellular,no
59,divorced,3573,no,cellular,no
44,divorced,476,yes,unknown,no
35,married,1257,no,cellular,no
55,married,23,no,cellular,no
39,single,0,no,cellular,no
36,single,398,yes,unknown,no
33,married,745,no,unknown,no
48,single,8106,no,unknown,no
33,single,0,no,cellular,no
67,married,696,no,telephone,no
48,divorced,1266,no,telephone,no
57,married,2416,no,cellular,no
31,married,25,no,cellular,no
30,single,7513,no,cellular,no
56,divorced,29,no,cellular,no
26,married,5116,no,cellular,no
44,married,-1746,no,unknown,no
44,divorced,14,no,cellular,yes
31,married,4148,no,cellular,yes
47,married,14,no,cellular,no
30,single,105,no,cellular,no
37,married,767,yes,cellular,no
56,divorced,0,yes,cellular,no
43,single,-228,yes,unknown,no
42,married,508,no,unknown,no
60,married,725,no,cellular,no
34,married,41,no,cellular,no
34,single,184,no,cellular,no
41,married,251,yes,unknown,no
38,divorced,-17,no,cellular,no
23,married,-19,no,unknown,no
33,married,1064,no,cellular,yes
36,married,777,no,cellular,no
49,married,377,no,cellular,no
34,divorced,479,no,cellular,yes
40,divorced,-375,no,cellular,no
72,married,796,no,cellular,no
43,married,17,no,unknown,no
44,married,1071,no,cellular,no
35,married,0,no,cellular,no
46,divorced,7378,no,cellular,no
55,married,865,no,cellular,no
50,divorced,-701,yes,cellular,no
23,single,817,no,cellular,no
34,married,1387,no,cellular,no
40,married,0,yes,unknown,no
61,married,2917,no,cellular,yes
53,married,4541,no,unknown,no
57,married,0,no,unknown,no
28,married,4287,no,cellular,no
25,married,242,no,cellular,no
38,married,171,yes,unknown,no
27,single,259,no,unknown,no
45,married,827,no,unknown,no
31,single,469,yes,cellular,no
39,married,2226,no,unknown,no
42,married,0,no,cellular,no
46,married,477,no,unknown,no
36,married,42,no,unknown,no
30,single,775,no,unknown,no
32,married,9,no,cellular,no
52,married,2557,no,cellular,yes
31,married,2395,no,cellular,no
60,married,4895,no,unknown,no
35,single,376,yes,unknown,no
38,married,389,no,unknown,no
46,divorced,134,no,cellular,no
45,divorced,1273,yes,unknown,no
59,married,0,no,cellular,no
34,married,2892,yes,cellular,no
33,divorced,0,no,cellular,no
46,single,295,no,unknown,no
48,married,292,yes,cellular,no
31,single,85,no,cellular,no
32,married,4,no,cellular,no
35,divorced,-587,no,unknown,no
36,single,367,no,cellular,no
52,married,-1224,no,cellular,no
45,divorced,959,no,unknown,no
34,married,0,no,cellular,no
25,married,-589,no,unknown,no
26,single,-8,no,cellular,no
57,married,0,no,cellular,no
48,married,247,yes,unknown,no
48,married,5543,no,unknown,no
32,married,642,yes,cellular,no
58,married,11,no,cellular,no
57,married,-226,no,unknown,no
31,married,5191,no,cellular,no
33,single,-320,no,cellular,no
53,married,2289,yes,cellular,no
36,married,725,no,cellular,no
32,single,705,no,cellular,no
45,married,776,no,cellular,no
35,married,816,no,cellular,no
41,married,171,no,cellular,no
54,married,812,no,cellular,no
49,married,823,no,cellular,yes
28,single,1453,no,cellular,no
24,single,431,no,unknown,no
30,single,1009,no,cellular,no
32,married,286,no,cellular,no
53,married,22370,no,unknown,no
42,married,2111,no,cellular,no
48,married,5366,no,unknown,no
33,married,181,yes,telephone,no
31,divorced,-452,no,unknown,no
56,divorced,1770,no,cellular,no
58,married,0,no,cellular,no
37,single,-296,no,cellular,no
59,married,2358,no,cellular,no
50,single,1200,no,cellular,yes
39,single,109,no,unknown,no
30,married,616,no,cellular,no
47,divorced,4906,no,unknown,no
44,married,313,no,cellular,no
38,married,290,no,cellular,no
50,married,1240,no,cellular,no
27,single,3672,no,cellular,no
73,married,19,no,cellular,no
46,married,143,no,unknown,no
56,divorced,212,yes,telephone,no
36,married,9,no,cellular,yes
33,married,3074,no,cellular,no
40,married,1734,no,unknown,no
52,married,575,no,unknown,no
51,married,397,no,cellular,no
33,married,640,no,cellular,no
54,married,158,no,unknown,no
44,married,2984,no,unknown,no
50,married,1011,no,telephone,no
45,single,0,no,cellular,yes
36,married,1133,no,cellular,yes
42,married,4945,no,cellular,yes
37,married,712,no,cellular,no
28,single,-427,yes,unknown,no
56,married,2146,yes,unknown,no
59,married,92,no,cellular,no
32,married,10,no,unknown,no
57,married,1238,no,cellular,no
49,single,981,no,telephone,no
56,married,575,no,unknown,no
48,divorced,-70,no,cellular,no
27,single,3733,no,cellular,yes
31,single,574,no,cellular,no
28,single,43,no,unknown,no
36,married,428,no,unknown,no
58,married,0,no,telephone,no
46,married,0,yes,cellular,no
32,single,474,no,cellular,no
39,married,-540,no,unknown,no
35,married,560,no,cellular,no
31,married,325,no,cellular,yes
29,single,437,no,cellular,yes
48,married,574,no,cellular,no
60,married,0,no,telephone,no
74,married,935,no,cellular,no
30,married,699,no,unknown,no
52,single,0,no,unknown,no
24,married,-220,no,cellular,no
29,married,11417,no,unknown,no
33,married,212,no,cellular,no
34,married,67,yes,unknown,no
45,divorced,0,no,cellular,yes
31,married,0,yes,telephone,no
45,married,1673,no,cellular,no
27,married,-1202,no,unknown,no
30,single,4213,no,cellular,no
45,married,0,no,cellular,no
57,married,1521,yes,cellular,no
34,married,1310,no,telephone,no
40,married,0,yes,cellular,no
39,married,399,no,cellular,no
46,married,405,no,cellular,no
55,divorced,9756,no,cellular,yes
25,single,2506,no,cellular,yes
34,married,697,no,cellular,no
37,married,403,no,cellular,no
64,divorced,890,no,cellular,no
45,divorced,809,no,cellular,no
57,married,158,no,telephone,no
21,single,137,no,unknown,no
58,married,2705,no,telephone,no
41,single,75,no,unknown,yes
41,married,2457,no,unknown,no
58,married,541,no,cellular,no
33,married,287,no,cellular,no
32,married,273,yes,cellular,no
44,divorced,0,no,unknown,no
47,married,677,no,cellular,no
41,married,340,no,unknown,no
54,married,98,no,cellular,no
47,divorced,477,no,telephone,no
32,single,2629,no,cellular,no
59,married,0,yes,cellular,no
29,single,2325,no,cellular,yes
48,married,-20,no,cellular,no
32,single,230,no,cellular,yes
46,divorced,-852,yes,cellular,no
31,single,-280,no,unknown,no
53,married,25,no,cellular,yes
34,single,9851,no,cellular,no
48,single,5095,no,unknown,no
32,married,687,no,cellular,no
31,married,1368,no,cellular,no
27,single,-179,no,cellular,no
60,married,-396,no,cellular,no
34,single,1011,no,unknown,no
52,married,9,yes,unknown,no
48,married,1159,yes,cellular,no
45,married,-322,no,unknown,no
54,divorced,1114,no,cellular,no
52,married,2072,no,cellular,no
47,married,459,no,cellular,no
54,married,1157,no,cellular,no
34,married,8309,yes,cellular,no
39,single,1043,no,cellular,no
46,married,2098,no,cellular,no
26,single,461,no,cellular,no
37,single,61,no,unknown,no
47,married,1203,no,cellular,no
35,married,1067,yes,cellular,no
57,married,0,no,unknown,no
34,married,1657,no,cellular,no
47,married,1219,no,cellular,yes
27,married,7,no,unknown,no
40,married,-839,yes,cellular,yes
39,married,994,no,cellular,no
36,married,6,no,telephone,no
42,single,0,no,cellular,no
23,single,8627,no,unknown,no
34,married,133,no,unknown,no
34,married,247,yes,unknown,no
49,married,1114,no,cellular,no
57,married,1592,yes,unknown,no
59,married,0,no,unknown,no
57,married,46,no,cellular,no
34,married,1221,no,cellular,no
61,married,985,no,cellular,yes
35,divorced,0,no,unknown,no
42,married,520,no,cellular,no
57,married,10,no,telephone,no
42,married,2157,no,cellular,no
53,married,6095,yes,cellular,no
63,married,133,no,cellular,no
47,married,1121,no,unknown,no
54,married,88,no,unknown,no
45,married,0,no,cellular,no
28,single,-328,no,telephone,no
58,married,610,no,telephone,no
48,single,414,no,cellular,no
35,divorced,0,no,telephone,yes
37,married,0,no,unknown,no
37,married,685,no,unknown,no
37,married,22856,no,cellular,no
25,single,-352,no,cellular,no
58,married,602,no,cellular,no
52,married,-588,no,cellular,no
19,single,302,no,cellular,yes
59,married,5314,no,cellular,no
41,married,64,yes,unknown,no
34,single,632,no,cellular,no
35,single,5731,no,cellular,no
41,married,902,no,unknown,no
28,single,6307,no,unknown,no
53,divorced,112,yes,cellular,no
35,married,0,yes,telephone,no
33,single,621,no,cellular,no
37,single,435,no,unknown,no
32,married,782,no,unknown,no
32,married,478,no,unknown,no
54,married,7864,no,unknown,no
44,married,1910,no,unknown,no
36,divorced,1174,no,cellular,no
56,married,1270,no,cellular,no
30,single,18,no,unknown,no
36,married,141,no,unknown,no
43,married,2886,no,cellular,no
40,married,2715,no,unknown,no
32,single,1100,yes,cellular,no
34,married,516,yes,unknown,no
37,married,1,no,unknown,no
28,single,775,no,cellular,no
35,married,634,no,cellular,no
53,single,5715,no,cellular,no
60,married,1088,no,cellular,no
